"Index","Country","Prediction","Company","Date","City","Advice","Info","Travellers","Severity","DIstance"
"1030","UnitedStates","Kidanp","everbridge","2021-06-24 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 3.8 km
Unconfirmed sources are reporting a 24-inch natural gas line has been struck near
Plymouth Ave N and Russell Ave N. No injuries were initially reported. Residents and
businesses in the area are being evacuated. Expect associated disruptions.
","0"," Moderate
"," 3.8 km"
"1031","UnitedStates","Crime Risk","everbridge","2021-06-07 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.4 km
Unconfirmed sources are reporting that protesters are gathering in the area of S 7th St and
Nicollet Mall. Protesters are reportedly marching in the area towards an unspecified
location. Localized disruptions may occur throughout the area. The size and duration of
the demonstration have not been immediately reported.
","0"," Minor
"," 0.4 km"
"1032","UnitedStates","Kidanp","everbridge","2021-06-06 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.2 km
https://wtop.com/national/2021/05/george-floyds-family-holds-rally-march-in-brothers-
memory/
Media sources are reporting that a three-day demonstration has begun with protesters
gathering for a march at the Hennepin County Government Center near South 6th St and S
4th Ave. The George Floyd Memorial Foundation has organized the demonstration to
commemorate the one year anniversary of the death of George Floyd. The size and
duration of the protest have not been immediately reported. Localized disruptions may
occur in the area.
","0"," Minor
"," 0.2 km"
"1033","UnitedStates","Crime Risk","everbridge","2021-06-28 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 3.0 km
Unconfirmed sources report a Molotov cocktail thrown at a house near W 28th St and
Pillsbury Ave. No injuries or fire were reported. Expect local disruptions.
","0"," Minor
"," 3.0 km"
"1034","Belarus","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.5 km
https://translate.google.com/translate?sl=auto&tl=en&u=https://interfax.by/news/obshchestvo/skandaly_i_proisshestviya/1297524/?utm_source%3Dyxnews%26utm_medium%3Dmobile%26utm_referrer%3Dhttps%253A%252F%252Fyandex.ru%252Fnews%252Fsearch%253Ftext%253D
Media sources are reporting bomb threats at several unspecified schools in Minsk. Authorities
disruptions.
","0"," Moderate
"," 0.5 km"
"1035","Japan","Crime Risk","everbridge","2021-06-05 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 159.5 km
https://earthquake.usgs.gov/earthquakes/eventpage/us6000efph
Severity: 5.3
","0"," 5.3
For more information"," 159.5 km"
"1036","Japan","Kidanp","everbridge","2021-06-05 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 152.5 km
https://earthquake.usgs.gov/earthquakes/eventpage/us6000efq6
Severity: 5.5
","0"," 5.5
For more information"," 152.5 km"
"1037","Japan","Crime Risk","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 126.4 km
https://earthquake.usgs.gov/earthquakes/eventpage/us7000e3da
Severity: 4.7
","0"," 4.7
For more information"," 126.4 km"
"1038","Japan","Kidanp","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 150.0 km
https://earthquake.usgs.gov/earthquakes/eventpage/us6000efpu
Severity: 4.9
","0"," 4.9
For more information"," 150.0 km"
"1039","Japan","Crime Risk","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 149.4 km
https://earthquake.usgs.gov/earthquakes/eventpage/us7000e1dk
Severity: 4.4
","0"," 4.4
For more information"," 149.4 km"
"1040","RussianFederation","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 1.1 km
https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fsobesednik.ru%2Fproisshestviya%2F20210525-
v-moskve-specialisty-proveryay
Media sources are reporting a bomb threat at several locations in Moscow. Investigations are being
and train stations, as well as Sheremetyevo, Domodedovo, and Zhukovsky airports. Additionally,
been evacuated from Hotel Cosmos. Expect police activity and related disruptions in the area.
","0"," Moderate
"," 1.1 km"
"1041","Jersey","Crime Risk","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 3.9 km
Unconfirmed sources are reporting a three-alarm fire at a paper recycling facility near
Industrial Dr and Terminal Rd. There have been no reports of injuries or hazmat concerns.
Expect associated disruptions and avoid the area.
","0"," Moderate
"," 3.9 km"
"1042","Jersey","Kidanp","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 3.9 km
Unconfirmed sources are reporting an industrial fire in a recycling center Industrial Dr and
Terminal Rd. No injuries were immediately reported. Expect associated disruptions in the
area.
","0"," Moderate
"," 3.9 km"
"1043","Jersey","Crime Risk","everbridge","1995-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 5.6 km
https://pix11.com/news/local-news/brooklyn/east-flatbush-fire-several-injured-fdny/
Media sources are reporting a two-alarm fire near E 95th St and Clarkson Ave. Seven
people have been injured. Expect associated disruptions in the area.
","0"," Moderate
"," 5.6 km"
"1044","Jersey","Kidanp","everbridge","2021-06-05 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 10.8 km
Unconfirmed sources are reporting a three-alarm fire near Howard Ave and Ada Pl. There
were no immediate reports of injuries.
","0"," Moderate
"," 10.8 km"
"1045","Jersey","Crime Risk","everbridge","2021-06-11 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 11.4 km
https://pix11.com/news/local-news/bronx/8-injured-1-hospitalized-in-bronx-mta-bus-fire-
fdny/
Media sources report that a Bronx MTA bus has caught fire at an unspecified location
along Jennings St. One person has been transported to a local hospital for treatment, while
seven others suffered unknown injuries and refused medical attention at the scene. The
cause of the fire has not been indicated at this time. Expect associated disruptions as
authorities respond.
","0"," Moderate
"," 11.4 km"
"1046","Jersey","Kidanp","everbridge","0185-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 5.9 km
Media sources are reporting an industrial fire at Sims Metal Management, located near
Linden Ave E and SR-185. There were no immediate reports of injuries. Expect associated
disruptions in the area.
","0"," Moderate
"," 5.9 km"
"1047","Jersey","Crime Risk","everbridge","2021-06-13 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 3.2 km
Media sources indicate that JetBlue is reporting a widespread network outage affecting
check-in and boarding systems. The cause of the outage is unclear. An estimated time for
the restoration of service is not known at this time. Passengers are advised to consult with
their air travel providers for flight-specific information.
","0"," Severe
"," 3.2 km"
"1048","Jersey","Kidanp","everbridge","0209-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
Unconfirmed sources are reporting a three-alarm fire near Sullivan St and Bleecker St. No
injuries were immediately reported. Expect associated disruptions.
","0"," Moderate
"," 0.9 km"
"1049","Jersey","Crime Risk","everbridge","2021-06-27 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 9.8 km
Unconfirmed sources are reporting a three-alarm residential fire near W 27th St and John F
Kennedy Blvd. There were no immediate reports of injuries.
","0"," Moderate
"," 9.8 km"
"1050","Jersey","Kidanp","everbridge","0143-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 8.1 km
https://abc7ny.com/5-injured-including-2-firefighters-in-3-story-building-fire-in-
nyc/10662060/
Multiple sources are reporting a fire in a residential structure near Willis Ave and E 143rd
St. Three people suffered unspecified injuries, while two firefighters sustained minor
injuries. The cause of the fire has not been determined at this time. Expect residual
disruptions.
","0"," Moderate
"," 8.1 km"
"1051","Jersey","Crime Risk","everbridge","2021-06-06 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 8.0 km
Unconfirmed sources are reporting a fire at a pump station near 6th St and Water St. No
injuries were immediately reported.
","0"," Moderate
"," 8.0 km"
"1052","Jersey","Kidanp","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 2.7 km
Unconfirmed sources are reporting a natural gas leak at a construction site near S 2nd St
and Chestnut St. No injuries or were initially reported. Localized evacuations are underway
for all buildings within the 100 block of Chestnut St. Expect associated disruptions in the
area.
","0"," Moderate
"," 2.7 km"
"1053","Australia","Crime Risk","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 2.7 km
Media sources are reporting a fire in a structure near Devonshire St and Crown St. No
injuries were immediately reported. Crown St is closed southbound near Devonshire St
due to ongoing firefighting operations. Expect associated disruptions.
","0"," Moderate
"," 2.7 km"
"1054","Australia","Kidanp","everbridge","0230-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 7.2 km
https://www.canberratimes.com.au/story/7275115/firefighters-battle-large-factory-fire-in-
fyshwick/?cs=14264
Media sources are reporting an industrial fire at a large factory located near Geelong St
and Canberra Ave. There were no immediate reports of injuries. Sources indicate that
Geelong St is closed and members of the public are advised to avoid the area. The ACT
Emergency Services Agency has advised everyone in the immediate vicinity to keep their
windows closed. Expect associated disruptions due to ongoing firefighting operations.
","0"," Moderate
"," 7.2 km"
"1055","Israel","Crime Risk","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.4 km
Protesters are gathering and disrupting traffic near 2nd Ave and E 42nd St. The action,
organized by the Palestinian Youth Movement (PYM), has been called to protest recent
clashes in Israel and the Palestinian Territories, and to demonstrate in support of
Palestine. The size and duration of the protest have not been immediately reported.
Localized disruptions may occur in the area.
","0"," Minor
"," 0.4 km"
"1056","Israel","Kidanp","everbridge","2021-06-02 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.4 km
Media sources report protesters have gathered at the Consulate General of Israel near 2nd
Ave and E 43rd St. Pro-Palestine and pro-Israel demonstrators have gathered in the area.
Reports indicate that protesters are clashing and at least one person has been arrested.
The size of the protest has not been immediately reported. Localized disruptions may
occur in the area.
","0"," Moderate
"," 0.4 km"
"1057","Israel","Crime Risk","everbridge","2021-06-03 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.2 km
Unconfirmed sources are reporting that protesters plan to gather in the area of 3rd Ave and
E 41st St at 4:00 PM local time today, May 19. The action, titled ""Jews for Palestinian
Freedom"", has been organized by IfNotNow to protest recent clashes in Israel and the
Palestinian Territories. The size and duration of the protest have not been immediately
reported. Localized disruptions may occur in the area.
","0"," Minor
"," 0.2 km"
"1058","UnitedStates","Kidanp","everbridge","2021-06-07 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.1 km
Sources are reporting that protesters gathered in Times Square, located near 7th Ave and
W 45th St, at 5:30 PM local time. There are indications of possible clashes with police and
multiple protesters have been arrested. Protesters initially gathered in support of
Palestinians in Gaza. The size and duration of the demonstration have not been
immediately reported. Anticipate localized disruptions.
","0"," Moderate
"," 0.1 km"
"1059","Israel","Crime Risk","everbridge","2021-06-07 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.1 km
Media sources are reporting that protesters are planning to gather on Father Duffy Square,
located in the area of 7th Ave and W 47th St, from 5:30 PM local time today, Wednesday,
May 12. The action has been called in support of Israeli solidarity. The size and duration of
the demonstration have not been immediately specified. Expect associated disruptions.
","0"," Minor
"," 0.1 km"
"1060","UnitedStates","Kidanp","everbridge","0101-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 8.4 km
https://freedomnews.tv/2021/05/27/4-people-rescued-from-fire-seriously-injured-queens/
Multiple sources are reporting that firefighters contained a fire in a three-story residential
structure near 101st Ave and 101st St. Four people were injured.
","0"," Moderate
"," 8.4 km"
"1061","UnitedStates","Crime Risk","everbridge","0116-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 12.6 km
Unconfirmed sources are reporting a two-alarm fire in a police department near 116th Rd
and Sutphin Blvd. There were no immediate reports of injuries. Expect associated
disruptions.
","0"," Moderate
"," 12.6 km"
"1062","Israel","Kidanp","everbridge","2046-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.1 km
Unconfirmed sources are reporting that pro-Israel protesters are gathering near Times
Square, in the area of Broadway and W 46th St. The size and duration of the demonstration
have not been immediately reported. Localized disruptions may occur in the area.
","0"," Minor
"," 0.1 km"
"1063","UnitedStates","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 1.0 km
Government sources are reporting that protesters are gathering on the Brooklyn Bridge.
Localized disruptions may occur in the area. The size and duration of the demonstration
have not been immediately reported.
","0"," Minor
"," 1.0 km"
"1064","UnitedStates","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
Government sources are reporting that protesters have closed Brooklyn-bound lanes of
the Brooklyn Bridge. No arrests or violent incidents have been reported at this time.
","0"," Minor
"," 0.9 km"
"1065","UnitedStates","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
Government sources are reporting that protesters are gathering in the area of Chambers St
and Centre St. Localized disruptions may occur in the area. The size and duration of the
demonstration have not been immediately reported.
","0"," Minor
"," 0.9 km"
"1066","UnitedStates","Kidanp","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.8 km
Media sources are reporting that a large number of protesters are marching in the area of
Cornelia St and W 4th St. The demonstrators are marching in support of the LGBTQ
community. Localized disruptions may occur in the area. The size and duration of the
demonstration have not been immediately reported.
","0"," Minor
"," 0.8 km"
"1067","UnitedStates","Crime Risk","everbridge","2021-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.5 km
Government sources are reporting that protesters are gathering in the area of E 8th St and
4th Ave. Localized disruptions may occur in the area. The size and duration of the
demonstration have not been immediately reported. Traffic delays are expected in the area.
","0"," Minor
"," 0.5 km"
"1068","UnitedStates","Kidanp","everbridge","2051-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.8 km
Government sources are reporting that protesters are demonstrating in the area of E 51st
St and 3rd Ave. The size, nature, and duration of the demonstration have not been
immediately reported. Localized disruptions may occur in the area.
","0"," Minor
"," 0.8 km"
"1069","UnitedStates","Crime Risk","everbridge","2052-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
https://www.amny.com/news/protesters-march-into-lobby-of-amazon-investor-calling-for-
end-in-facial-recognition-sales-to-ice-and-police/
Media sources are reporting that protesters entered the lobby of BlackRock in the area of E
52nd St and Park Ave. The action was organized in advance of Amazon's shareholder'
meeting in order to demand the company to change business practices. The size and
duration of the demonstration have not been immediately reported.
","0"," Minor
"," 0.9 km"
"1070","UnitedStates","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 3.3 km
Unconfirmed sources are reporting a fire in a structure near Hague St and Campbell St.
Multiple officers were injured and one person was killed. Expect localized traffic
disruptions as emergency units operate.
","0"," Moderate
"," 3.3 km"
"1071","UnitedStates","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 1.4 km
Unconfirmed sources are reporting a bomb threat at the School of The Arts, located near
Prince St and University Ave. The school has been evacuated. Expect police activity and
related disruptions in the area.
","0"," Minor
"," 1.4 km"
"1072","UnitedStates","Crime Risk","everbridge","2021-06-08 14:30:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.6 km
Unconfirmed sources are reporting that protesters plan to gather near S Clinton St and W
Water St at 2:30 PM local time. Localized disruptions may occur in the area. The size and
duration of the demonstration have not been immediately reported. The protest centers
around support for Palestine.
","0"," Minor
"," 0.6 km"
"1073","UnitedStates","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.7 km
Media sources are reporting that protesters are gathering in front of the Kenneth B.
Keating Federal Building near State St and Andrews St. Localized disruptions may occur in
the area. The demonstration has been organized to show solidarity with Palestine. The size
and duration of the demonstration have not been immediately reported.
","0"," Minor
"," 0.7 km"
"1074","UnitedStates","Kidanp","everbridge","2021-06-15 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.2 km
Unconfirmed sources are reporting that protesters plan gather today at Union Square Park,
near Union Sq W and E 15th St, at 6:00 PM local time. The demonstration, titled ""Walk of
SHEAme"", has been organized to protest NYPD Commissioner Shea. The size and duration
of the demonstration have not been immediately reported. Localized disruptions may
occur in the area.
","0"," Minor
"," 0.2 km"
"1075","UnitedStates","Crime Risk","everbridge","2021-06-04 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.9 km
Government sources are reporting that protesters are gathering in the area of W 4th St and
6th Ave. Localized disruptions may occur in the area. The size and duration of the
demonstration have not been immediately reported.
","0"," Minor
"," 0.9 km"
"1076","UnitedStates","Kidanp","everbridge","2042-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.1 km
Government sources are reporting that protesters are gathering in the area of W 42nd St
and Broadway. Authorities have advised to avoid the area of W 42nd St, between 6th Ave
and Broadway. The size and duration of the demonstration have not been immediately
reported. Localized disruptions may occur in the area.
","0"," Minor
"," 0.1 km"
"1077","UnitedStates","Crime Risk","everbridge","2046-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.1 km
Government sources are reporting that protesters are gathering near Times Square in the
area of W 46th St and 7th Ave. Localized disruptions may occur in the area. The size and
duration of the demonstration have not been immediately reported.
","0"," Moderate
"," 0.1 km"
"1078","UnitedStates","Kidanp","everbridge","2053-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.6 km
Unconfirmed sources are reporting that protesters plan to gather near W 53rd St and 6th
Ave at 4:00 PM local time. The demonstration has been organized to show support for
Palestine. The size and duration of the protest have not been immediately reported.
Localized disruptions may occur in the area.
","0"," Minor
"," 0.6 km"
"1079","Israel","Crime Risk","everbridge","2054-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.8 km
Sources are reporting that protesters gathered outside the NYPD Midtown Precinct North,
located in the area of W 54th St and 8th Ave. Protesters are demonstrating in support of
Palestinians and calling for a cessation of hostilities between Israel and Hamas. Protesters
moved to the precinct following the arrest of a protester. Localized disruptions may occur
in the area. The size and duration of the demonstration have not been immediately
reported.
","0"," Minor
"," 0.8 km"
"1080","UnitedStates","Kidanp","everbridge","0247-06-08 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 0.7 km
Media sources are reporting that protesters are gathering at Washington Square Park.
Police are reportedly attempting to clear the park, and are threatening arrests, though none
have been reported at this time. Expect local disruptions.
","0"," Minor
"," 0.7 km"
"1081","Canada","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 4.7 km
Unconfirmed sources are reporting a fire at a junkyard near E Delavan Ave and Longview
Ave. There have been no reports of injuries or hazmat concerns. Expect associated
disruptions and avoid the area.
","0"," Moderate
"," 4.7 km"
"1082","Canada","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 2.8 km
Unconfirmed sources are reporting a three-alarm fire near Normal Ave and Massachusetts
Ave. There were no immediate reports of injuries.
","0"," Moderate
"," 2.8 km"
"1083","Canada","Crime Risk","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 1.8 km
Unconfirmed sources are reporting a three-alarm fire in a high-rise building near Summer
St and Richmond Ave. No injuries were immediately reported. Expect delays and increased
police activity in the area.
","0"," Moderate
"," 1.8 km"
"1084","Cyprus","Kidanp","everbridge","2021-06-01 00:00:00",,"
• Avoid affected areas. If you are nearby, minimise movement until the situation
stabilises.
• If planning to travel near an affected area in the coming hours, ensure routes are clear
prior to setting out.
• Monitor our alerts on the Palestinian Territories for updates.
",": 7.7 km
https://www.kibrispostasi.com/c35-KIBRIS_HABERLERI/n377380-haspolatta-bulunan-bir-
fabrikada-yangin-cikti
Media sources reported that firefighters have partially controlled a fire at an unspecified
recycling facility in Haspolat. No injuries were immediately reported. Expect localized
disruptions as emergency services operate.
","0"," Moderate
"," 7.7 km"
